City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
228,San Patricio,28.017,-97.5169,92.16,37,0,8.41,US,2022-04-02 20:42:28,clear sky
229,Provideniya,64.3833,-173.3,16.45,59,0,9.35,RU,2022-04-02 20:42:28,clear sky
230,Mayumba,-3.432,10.6554,77.65,90,100,7.23,GA,2022-04-02 20:43:30,overcast clouds
231,Ahipara,-35.1667,173.1667,67.86,75,100,2.66,NZ,2022-04-02 20:43:30,overcast clouds
232,Mangrol,21.1167,70.1167,76.55,82,0,9.69,IN,2022-04-02 20:43:30,clear sky
233,Maiduguri,11.8464,13.1603,87.98,7,97,9.24,NG,2022-04-02 20:43:31,overcast clouds
234,Omboue,-1.5746,9.2618,74.07,94,91,4.74,GA,2022-04-02 20:43:31,overcast clouds
235,Roura,4.7263,-52.3274,79.97,94,75,0.0,GF,2022-04-02 20:43:32,moderate rain
236,Paramonga,-10.6667,-77.8333,72.45,76,87,10.11,PE,2022-04-02 20:43:32,overcast clouds
237,Cidreira,-30.1811,-50.2056,70.23,75,3,16.55,BR,2022-04-02 20:43:32,clear sky
238,Tessalit,20.1986,1.0114,88.29,10,0,9.53,ML,2022-04-02 20:43:33,clear sky
239,East London,-33.0153,27.9116,66.49,86,100,10.45,ZA,2022-04-02 20:43:33,light rain
240,Bandraboua,-12.7044,45.1223,80.28,73,10,4.54,YT,2022-04-02 20:43:33,clear sky
241,Port-Gentil,-0.7193,8.7815,80.04,76,92,4.68,GA,2022-04-02 20:43:34,overcast clouds
242,Gat,31.61,34.7642,71.4,40,100,1.28,IL,2022-04-02 20:43:34,overcast clouds
243,Abaza,52.655,90.0928,35.87,98,100,3.58,RU,2022-04-02 20:43:34,light rain
244,Omsukchan,62.5333,155.8,0.57,94,100,2.64,RU,2022-04-02 20:43:35,overcast clouds
245,Tongliao,43.6125,122.2653,40.42,34,82,11.14,CN,2022-04-02 20:39:12,broken clouds
246,Bathsheba,13.2167,-59.5167,83.01,61,75,26.46,BB,2022-04-02 20:43:35,broken clouds
247,Fuyu,45.1833,124.8167,41.41,36,86,14.09,CN,2022-04-02 20:43:35,overcast clouds
248,Sabzevar,36.2126,57.6819,60.08,21,0,11.5,IR,2022-04-02 20:43:36,clear sky
249,Atasu,48.6814,71.6433,25.93,79,9,4.05,KZ,2022-04-02 20:43:36,clear sky
250,Fengrun,39.8333,118.1167,44.87,43,1,3.8,CN,2022-04-02 20:43:36,clear sky
251,Port Keats,-14.25,129.55,77.45,64,14,1.01,AU,2022-04-02 20:43:37,few clouds
252,Zhanaozen,43.3,52.8,61.41,32,0,16.26,KZ,2022-04-02 20:43:37,clear sky
253,Kathmandu,27.7167,85.3167,66.42,88,75,3.44,NP,2022-04-02 20:39:05,mist
254,Flinders,-34.5833,150.8552,64.18,75,88,8.99,AU,2022-04-02 20:43:37,overcast clouds
255,Micheweni,-4.9667,39.8333,81.5,77,62,6.67,TZ,2022-04-02 20:43:38,broken clouds
256,Reconquista,-29.15,-59.65,69.15,61,81,5.82,AR,2022-04-02 20:43:38,broken clouds
257,Port-Cartier,50.0334,-66.8654,39.74,75,65,19.69,CA,2022-04-02 20:43:38,broken clouds
258,Strezhevoy,60.7333,77.5889,12.34,96,95,4.16,RU,2022-04-02 20:43:39,overcast clouds
259,Mitu,1.1983,-70.1733,77.22,93,66,3.38,CO,2022-04-02 20:43:39,broken clouds
260,Manta,-0.95,-80.7333,82.18,78,40,10.36,EC,2022-04-02 20:43:39,scattered clouds
261,Ilulissat,69.2167,-51.1,33.82,60,20,3.44,GL,2022-04-02 20:43:40,few clouds
262,Gobabis,-22.45,18.9667,67.66,70,14,8.97,NA,2022-04-02 20:43:40,light rain
263,Saskylakh,71.9167,114.0833,0.61,97,98,8.86,RU,2022-04-02 20:39:06,overcast clouds
264,Bangassou,4.7413,22.8184,74.1,83,99,5.12,CF,2022-04-02 20:43:40,overcast clouds
265,Porto Velho,-8.7619,-63.9039,75.25,73,100,2.3,BR,2022-04-02 20:43:41,overcast clouds
266,Sorland,67.667,12.6934,34.0,54,100,23.49,NO,2022-04-02 20:43:41,light snow
267,Kankaanpaa,61.8,22.4167,32.76,97,98,4.32,FI,2022-04-02 20:43:41,light snow
268,Airai,-8.9266,125.4092,56.43,69,46,1.74,TL,2022-04-02 20:43:42,scattered clouds
269,Ust-Uda,54.1742,103.0304,31.28,80,100,10.56,RU,2022-04-02 20:43:42,overcast clouds
270,Kerema,-7.9631,145.7785,76.69,83,100,3.69,PG,2022-04-02 20:43:42,overcast clouds
271,Guarapari,-20.6667,-40.4975,81.9,86,29,7.34,BR,2022-04-02 20:43:43,scattered clouds
272,Dandong,40.1292,124.3947,38.48,64,0,2.57,CN,2022-04-02 20:39:12,clear sky
273,Imphal,24.8167,93.95,64.27,84,4,2.15,IN,2022-04-02 20:43:43,clear sky
274,Hobyo,5.3505,48.5268,81.45,73,42,10.78,SO,2022-04-02 20:43:43,scattered clouds
275,Ariquemes,-9.9133,-63.0408,78.51,82,92,1.21,BR,2022-04-02 20:43:45,overcast clouds
276,La Paz,-16.5,-68.15,55.38,66,75,13.8,BO,2022-04-02 20:42:11,broken clouds
277,Bandarbeyla,9.4942,50.8122,78.66,81,68,4.18,SO,2022-04-02 20:44:45,broken clouds
278,Ust-Barguzin,53.45,108.9833,32.86,86,100,5.1,RU,2022-04-02 20:44:46,overcast clouds
279,Dimitrovgrad,54.2139,49.6184,45.28,87,100,11.07,RU,2022-04-02 20:44:46,overcast clouds
280,Buala,-8.145,159.5921,80.58,83,98,6.96,SB,2022-04-02 20:44:10,light rain
281,Singaraja,-8.112,115.0882,78.26,81,63,3.31,ID,2022-04-02 20:44:46,broken clouds
282,Wadi Maliz,36.4681,8.5495,51.46,63,8,10.07,TN,2022-04-02 20:44:47,clear sky
283,Tamandare,-8.7597,-35.1047,79.21,76,15,6.55,BR,2022-04-02 20:44:47,few clouds
284,Saint-Leu,-21.15,55.2833,76.06,91,100,9.71,RE,2022-04-02 20:44:47,heavy intensity rain
285,Clovis,36.8252,-119.7029,79.03,42,75,4.61,US,2022-04-02 20:44:22,broken clouds
286,Todos Santos,23.45,-110.2167,65.44,73,49,9.57,MX,2022-04-02 20:44:48,scattered clouds
287,Sobolevo,54.4299,31.8996,29.68,96,100,16.33,RU,2022-04-02 20:44:48,light snow
288,Umm Lajj,25.0213,37.2685,82.45,31,5,2.59,SA,2022-04-02 20:44:49,clear sky
289,Haapsalu,58.9431,23.5414,30.02,71,0,5.84,EE,2022-04-02 20:44:49,clear sky
290,Bintulu,3.1667,113.0333,77.41,94,40,5.99,MY,2022-04-02 20:44:49,scattered clouds
291,Saint Anthony,45.0205,-93.218,52.34,45,20,20.71,US,2022-04-02 20:44:50,few clouds
292,Methoni,36.8197,21.7049,53.46,85,55,9.46,GR,2022-04-02 20:44:09,broken clouds
293,Broome,42.2506,-75.833,49.6,47,0,7.0,US,2022-04-02 20:44:50,clear sky
294,Dillon,34.4166,-79.3712,70.95,41,56,7.18,US,2022-04-02 20:44:51,broken clouds
295,Dikson,73.5069,80.5464,-7.98,100,85,7.63,RU,2022-04-02 20:44:51,overcast clouds
296,Keetmanshoop,-26.5833,18.1333,70.72,32,0,11.5,NA,2022-04-02 20:44:51,clear sky
297,Lompoc,34.6391,-120.4579,72.79,79,100,9.22,US,2022-04-02 20:44:52,overcast clouds
298,Eagle Pass,28.7091,-100.4995,89.28,52,20,0.0,US,2022-04-02 20:40:22,few clouds
299,Vaitape,-16.5167,-151.75,81.93,75,68,9.8,PF,2022-04-02 20:44:52,broken clouds
300,Ossora,59.2353,163.0719,23.52,94,100,12.35,RU,2022-04-02 20:44:52,light snow
301,Zambezi,-13.5432,23.1047,66.49,88,58,4.79,ZM,2022-04-02 20:44:53,broken clouds
302,Honningsvag,70.9821,25.9704,28.15,93,100,14.97,NO,2022-04-02 20:44:53,overcast clouds
303,Los Llanos De Aridane,28.6585,-17.9182,62.35,92,100,4.0,ES,2022-04-02 20:44:53,overcast clouds
304,Bilma,18.6853,12.9164,85.44,5,99,6.55,NE,2022-04-02 20:44:54,overcast clouds
305,Rossano,39.5751,16.6349,43.14,75,46,17.34,IT,2022-04-02 20:44:54,scattered clouds
306,Gilgit,35.9221,74.3087,57.69,53,99,1.32,PK,2022-04-02 20:44:54,overcast clouds
307,Franklin,39.9667,-83.0166,52.81,46,100,5.75,US,2022-04-02 20:44:56,overcast clouds
308,Anito,12.4497,125.2886,77.94,80,93,9.35,PH,2022-04-02 20:44:56,overcast clouds
309,Novovoronezh,51.3072,39.2173,52.5,80,57,17.09,RU,2022-04-02 20:44:56,broken clouds
310,Kangaatsiaq,68.3065,-53.4641,23.31,93,83,6.51,GL,2022-04-02 20:44:57,broken clouds
311,Kot Addu,30.4692,70.9671,81.91,7,0,11.27,PK,2022-04-02 20:44:57,clear sky
312,Newport,51.5877,-2.9984,41.25,72,41,6.06,GB,2022-04-02 20:44:57,scattered clouds
313,Mirpur Sakro,24.5474,67.6277,77.86,58,0,12.37,PK,2022-04-02 20:44:58,clear sky
314,Cherskiy,68.75,161.3,-7.6,96,88,0.43,RU,2022-04-02 20:42:45,overcast clouds
315,Samarai,-10.6167,150.6667,81.23,74,100,9.86,PG,2022-04-02 20:44:58,overcast clouds
316,Gouyave,12.1646,-61.7296,83.17,61,20,19.57,GD,2022-04-02 20:44:59,few clouds
317,Praia,14.9215,-23.5087,70.34,73,20,19.57,CV,2022-04-02 20:42:02,few clouds
318,Alyangula,-13.8483,136.4192,69.67,94,86,0.0,AU,2022-04-02 20:44:59,overcast clouds
319,Codajas,-3.8367,-62.0569,75.4,92,100,3.22,BR,2022-04-02 20:44:59,overcast clouds
320,Iqaluit,63.7506,-68.5145,26.33,86,100,3.44,CA,2022-04-02 20:45:00,overcast clouds
321,Ossipee,43.6854,-71.1167,49.17,31,8,7.0,US,2022-04-02 20:46:01,clear sky
322,Calabozo,8.9242,-67.4293,99.18,23,36,6.76,VE,2022-04-02 20:46:02,scattered clouds
323,Renfrew,55.872,-4.3925,42.53,72,49,5.75,GB,2022-04-02 20:46:02,scattered clouds
324,North Bend,43.4065,-124.2243,62.24,85,0,8.05,US,2022-04-02 20:46:02,clear sky
325,Ternovka,51.678,41.6375,53.37,70,2,16.46,RU,2022-04-02 20:46:03,clear sky
326,Te Anau,-45.4167,167.7167,52.05,72,35,0.85,NZ,2022-04-02 20:46:03,scattered clouds
327,Olinda,-8.0089,-34.8553,83.93,70,20,9.22,BR,2022-04-02 20:46:03,few clouds
328,Moree,-29.4667,149.85,55.42,82,93,6.91,AU,2022-04-02 20:46:04,overcast clouds
329,Neuquen,-38.9516,-68.0591,82.29,23,0,9.22,AR,2022-04-02 20:46:04,clear sky
330,Abu Samrah,35.3029,37.1841,64.98,36,3,7.18,SY,2022-04-02 20:46:05,clear sky
331,Balkhash,46.844,74.9804,39.36,67,5,8.68,KZ,2022-04-02 20:46:05,clear sky
332,Sitka,57.0531,-135.33,46.29,53,100,20.71,US,2022-04-02 20:46:05,overcast clouds
333,Kiboga,0.9161,31.7742,63.68,93,100,3.83,UG,2022-04-02 20:46:06,light rain
334,El Paso,31.8001,-106.2005,79.09,12,0,10.36,US,2022-04-02 20:45:07,clear sky
335,Tarnos,43.5417,-1.4628,45.55,57,0,2.3,FR,2022-04-02 20:46:06,clear sky
336,Sebeta,8.9167,38.6167,60.17,60,90,6.08,ET,2022-04-02 20:46:06,overcast clouds
337,Torbay,47.6666,-52.7314,39.38,91,100,24.16,CA,2022-04-02 20:45:25,light intensity drizzle
338,Aklavik,68.2191,-135.0107,-7.6,59,0,3.44,CA,2022-04-02 20:46:07,clear sky
339,Kayerkan,69.3497,87.7602,3.52,84,99,5.26,RU,2022-04-02 20:46:07,overcast clouds
340,Agutaya,11.148,120.9417,81.5,77,100,24.52,PH,2022-04-02 20:46:08,overcast clouds
341,Truro,50.2653,-5.0544,41.76,87,40,4.61,GB,2022-04-02 20:46:08,scattered clouds
342,Thunder Bay,48.4001,-89.3168,42.78,70,75,6.91,CA,2022-04-02 20:44:21,broken clouds
343,Estelle,29.8458,-90.1067,75.99,47,75,5.99,US,2022-04-02 20:46:08,broken clouds
344,Goure,13.9835,10.2704,83.82,6,95,9.13,NE,2022-04-02 20:46:09,overcast clouds
345,Boyolangu,-8.1181,111.8935,74.73,91,97,1.16,ID,2022-04-02 20:46:09,overcast clouds
346,Lagoa,39.05,-27.9833,59.13,70,38,14.9,PT,2022-04-02 20:46:10,scattered clouds
347,Khandyga,62.6667,135.6,-5.8,93,67,3.44,RU,2022-04-02 20:46:10,broken clouds
348,Nikolayevka,53.1257,47.2041,51.85,74,100,20.29,RU,2022-04-02 20:46:10,light rain
349,Kuytun,54.3419,101.5036,27.68,82,100,10.92,RU,2022-04-02 20:46:11,overcast clouds
350,Osorno,-40.5667,-73.15,57.51,82,100,5.75,CL,2022-04-02 20:46:11,overcast clouds
351,Pangnirtung,66.1451,-65.7125,22.01,96,91,2.91,CA,2022-04-02 20:46:11,overcast clouds
352,Broken Hill,-31.95,141.4333,49.71,66,15,0.0,AU,2022-04-02 20:46:12,few clouds
353,Marawi,7.9986,124.2928,68.86,95,100,1.39,PH,2022-04-02 20:46:12,overcast clouds
354,Jacareacanga,-6.2222,-57.7528,76.41,96,99,0.4,BR,2022-04-02 20:46:12,overcast clouds
355,Vostok,46.4856,135.8833,20.21,85,13,6.93,RU,2022-04-02 20:46:13,few clouds
356,Terney,45.0503,136.6092,34.14,61,7,6.73,RU,2022-04-02 20:46:13,clear sky
357,Santa Cruz Cabralia,-16.2781,-39.0247,82.63,74,40,8.05,BR,2022-04-02 20:46:14,scattered clouds
358,Mugur-Aksy,50.35,90.5,21.45,63,90,8.01,RU,2022-04-02 20:46:14,overcast clouds
359,Kuah,6.3265,99.8432,78.78,94,20,0.0,MY,2022-04-02 20:46:14,few clouds
360,Mayo,38.8876,-76.5119,59.77,47,0,8.05,US,2022-04-02 20:43:21,clear sky
361,Salisbury,51.0693,-1.7957,39.49,72,83,6.91,GB,2022-04-02 20:43:38,broken clouds
362,Hasaki,35.7333,140.8333,43.2,64,100,10.36,JP,2022-04-02 20:46:15,overcast clouds
363,Inyonga,-6.7167,32.0667,66.67,86,90,4.52,TZ,2022-04-02 20:46:15,overcast clouds
364,Umm Kaddadah,13.6017,26.6876,80.85,14,23,12.01,SD,2022-04-02 20:46:15,few clouds
365,Namibe,-15.1961,12.1522,71.22,83,100,3.53,AO,2022-04-02 20:46:17,overcast clouds
366,Nizwa,22.9333,57.5333,77.47,26,24,3.96,OM,2022-04-02 20:46:17,few clouds
367,Englewood,39.6478,-104.9878,69.22,26,75,8.05,US,2022-04-02 20:45:14,broken clouds
368,Codrington,-38.2667,141.9667,57.16,83,62,4.81,AU,2022-04-02 20:47:18,broken clouds
369,Sinnamary,5.3833,-52.95,78.46,86,87,14.05,GF,2022-04-02 20:47:18,light rain
370,Mpika,-11.8343,31.4529,63.43,96,99,3.53,ZM,2022-04-02 20:47:18,overcast clouds
371,Yashkul,46.1711,45.3435,59.94,62,86,9.95,RU,2022-04-02 20:47:19,overcast clouds
372,Ambon,-3.6954,128.1814,78.94,83,40,4.61,ID,2022-04-02 20:47:19,scattered clouds
373,Saint John,45.2727,-66.0677,44.6,54,75,20.71,CA,2022-04-02 20:43:26,broken clouds
374,Karratha,-20.7377,116.8463,80.24,80,0,6.73,AU,2022-04-02 20:47:19,clear sky
375,Chapais,49.7834,-74.8492,35.38,88,100,7.02,CA,2022-04-02 20:47:20,overcast clouds
376,Kutum,14.2,24.6667,76.19,12,48,8.81,SD,2022-04-02 20:47:20,scattered clouds
377,Mopipi,-21.1833,24.8833,78.67,37,1,4.88,BW,2022-04-02 20:47:20,clear sky
378,Khapa,21.4333,78.9667,84.15,15,10,4.68,IN,2022-04-02 20:47:21,clear sky
379,San Cristobal,7.7669,-72.225,80.78,47,27,4.88,VE,2022-04-02 20:47:21,scattered clouds
380,Dunedin,-45.8742,170.5036,55.2,77,23,5.14,NZ,2022-04-02 20:47:21,few clouds
381,Inuvik,68.3499,-133.7218,-8.54,64,20,8.05,CA,2022-04-02 20:47:23,few clouds
382,Kumbo,6.2,10.6667,67.19,50,65,5.19,CM,2022-04-02 20:47:23,broken clouds
383,Poum,-20.2333,164.0167,81.61,81,100,5.93,NC,2022-04-02 20:47:23,overcast clouds
384,Hamilton,39.1834,-84.5333,52.25,52,100,8.05,US,2022-04-02 20:47:24,overcast clouds
385,Tecoanapa,16.5167,-98.75,85.42,44,97,11.86,MX,2022-04-02 20:47:24,overcast clouds
386,Stornoway,58.2093,-6.3865,39.92,82,75,3.44,GB,2022-04-02 20:47:24,broken clouds
387,Sechura,-5.5569,-80.8222,81.01,60,60,16.08,PE,2022-04-02 20:47:25,broken clouds
388,Noumea,-22.2763,166.4572,82.0,99,74,12.15,NC,2022-04-02 20:47:25,broken clouds
389,Turukhansk,65.8167,87.9833,-3.55,100,90,2.39,RU,2022-04-02 20:47:25,overcast clouds
390,Natal,-5.795,-35.2094,84.42,74,20,13.8,BR,2022-04-02 20:47:26,few clouds
391,Itupiranga,-5.1347,-49.3267,89.92,94,41,3.74,BR,2022-04-02 20:47:26,scattered clouds
392,Tairua,-37.0167,175.85,66.06,82,100,1.9,NZ,2022-04-02 20:47:26,overcast clouds
393,Igarka,67.4667,86.5833,-7.87,100,100,2.62,RU,2022-04-02 20:47:27,overcast clouds
394,Port Lavaca,28.615,-96.6261,90.14,50,0,5.75,US,2022-04-02 20:47:27,clear sky
395,Dukat,62.55,155.55,-0.81,94,100,1.95,RU,2022-04-02 20:47:27,overcast clouds
396,Wattegama,6.7989,81.4808,73.89,93,72,2.93,LK,2022-04-02 20:47:28,broken clouds
397,Husavik,66.0449,-17.3389,36.14,92,100,4.54,IS,2022-04-02 20:47:28,overcast clouds
398,Ulety,51.3572,112.4849,31.33,70,69,5.91,RU,2022-04-02 20:47:29,broken clouds
399,Ugoofaaru,5.6667,73.0,82.47,71,4,2.3,MV,2022-04-02 20:47:29,clear sky
400,Horta,38.5333,-28.6333,60.44,67,40,13.8,PT,2022-04-02 20:46:16,scattered clouds
401,Batagay-Alyta,67.8006,130.4114,-8.07,96,92,5.12,RU,2022-04-02 20:47:29,overcast clouds
402,Clyde,41.3042,-82.9752,49.17,44,100,10.2,US,2022-04-02 20:47:30,overcast clouds
403,Rantepao,-2.9701,119.8978,64.22,95,92,3.47,ID,2022-04-02 20:47:30,overcast clouds
404,Sidi Ali,36.0998,0.4206,48.2,53,98,8.79,DZ,2022-04-02 20:47:31,overcast clouds
405,Lima,-12.0432,-77.0282,70.05,64,0,11.5,PE,2022-04-02 20:43:11,clear sky
406,Gubskaya,44.3164,40.6358,52.74,76,92,2.57,RU,2022-04-02 20:47:31,overcast clouds
407,Yabrud,33.9674,36.6574,60.26,29,100,1.92,SY,2022-04-02 20:47:31,overcast clouds
408,Rodeo,38.033,-122.2669,81.1,47,0,10.36,US,2022-04-02 20:47:32,clear sky
409,Bairiki,1.3292,172.9752,80.6,89,40,9.22,KI,2022-04-02 20:47:32,light intensity shower rain
410,Le Mars,42.7942,-96.1656,58.57,30,40,11.5,US,2022-04-02 20:47:32,scattered clouds
411,Buarcos,40.166,-8.8768,52.14,66,89,11.25,PT,2022-04-02 20:47:33,overcast clouds
412,Kostino,58.9097,53.2691,25.34,93,100,8.3,RU,2022-04-02 20:48:33,overcast clouds
413,Moose Factory,51.2585,-80.6094,39.2,52,0,8.05,CA,2022-04-02 20:48:33,clear sky
414,Niquelandia,-14.4739,-48.4597,78.71,54,10,4.68,BR,2022-04-02 20:48:33,clear sky
415,Arlit,18.7369,7.3853,90.68,3,100,9.35,NE,2022-04-02 20:48:34,overcast clouds
416,Midland,31.9974,-102.0779,82.06,15,0,7.0,US,2022-04-02 20:44:07,clear sky
417,Tezu,27.9167,96.1667,69.03,86,94,3.36,IN,2022-04-02 20:48:34,overcast clouds
418,Dhari,21.3333,71.0167,76.64,61,0,8.46,IN,2022-04-02 20:48:35,clear sky
419,Mattawa,46.7379,-119.9028,59.61,29,13,25.99,US,2022-04-02 20:48:35,few clouds
420,Bay Roberts,47.5999,-53.2648,40.14,92,100,11.01,CA,2022-04-02 20:48:35,overcast clouds
421,Arraial Do Cabo,-22.9661,-42.0278,76.96,88,75,10.36,BR,2022-04-02 20:48:36,broken clouds
422,Bereda,43.2686,-7.5406,40.57,83,4,4.72,ES,2022-04-02 20:48:36,clear sky
423,Naryan-Mar,67.6713,53.087,-0.71,100,70,6.62,RU,2022-04-02 20:48:36,broken clouds
424,Pakxan,18.3778,103.6601,60.64,75,20,7.67,LA,2022-04-02 20:48:37,few clouds
425,Riyadh,24.6877,46.7219,77.14,13,59,1.74,SA,2022-04-02 20:45:05,broken clouds
426,Kashi,39.4547,75.9797,58.21,35,100,4.47,CN,2022-04-02 20:48:37,overcast clouds
427,Ouango,4.3133,22.5552,75.13,83,95,5.57,CF,2022-04-02 20:48:37,overcast clouds
428,Lorengau,-2.0226,147.2712,78.98,84,100,5.41,PG,2022-04-02 20:48:38,light rain
429,Porosozero,62.7191,32.727,10.56,96,67,2.59,RU,2022-04-02 20:48:39,broken clouds
430,Zhangjiakou,40.81,114.8794,41.49,33,100,0.98,CN,2022-04-02 20:48:39,overcast clouds
431,Tocantins,-10.5,-48.0,84.49,87,19,2.62,BR,2022-04-02 20:48:40,few clouds
432,Whitefish,48.4111,-114.3376,44.42,93,100,18.41,US,2022-04-02 20:48:40,overcast clouds
433,May Pen,17.9645,-77.2451,83.41,63,81,9.66,JM,2022-04-02 20:48:40,broken clouds
434,Berlevag,70.8578,29.0864,21.0,89,100,19.19,NO,2022-04-02 20:48:41,light snow
435,Vila Velha,-20.3297,-40.2925,84.15,81,20,12.66,BR,2022-04-02 20:48:41,few clouds
436,Kaitangata,-46.2817,169.8464,54.41,78,27,8.05,NZ,2022-04-02 20:48:41,scattered clouds
437,Yelizovo,53.1873,158.3805,28.54,46,75,13.42,RU,2022-04-02 20:44:59,broken clouds
438,Sept-Iles,50.2001,-66.3821,40.05,60,75,16.11,CA,2022-04-02 20:48:42,broken clouds
439,Mahbubabad,17.6167,80.0167,79.72,57,21,8.21,IN,2022-04-02 20:48:42,few clouds
440,Murakami,38.2333,139.4833,36.63,76,12,3.51,JP,2022-04-02 20:48:43,few clouds
441,Moyale,3.5167,39.0584,73.67,52,88,13.29,KE,2022-04-02 20:48:43,overcast clouds
442,Ambilobe,-13.2,49.05,72.77,95,2,1.54,MG,2022-04-02 20:48:43,clear sky
443,Ballina,-28.8667,153.5667,67.01,99,75,0.0,AU,2022-04-02 20:48:44,broken clouds
444,Rio Grande,-32.035,-52.0986,75.31,66,56,15.37,BR,2022-04-02 20:46:39,broken clouds
445,Yumen,40.2833,97.2,45.7,13,0,13.31,CN,2022-04-02 20:48:44,clear sky
446,Talnakh,69.4865,88.3972,4.21,97,100,5.1,RU,2022-04-02 20:48:45,overcast clouds
447,Guerrero Negro,27.9769,-114.0611,67.33,52,68,13.98,MX,2022-04-02 20:46:16,broken clouds
448,Manokwari,-0.8667,134.0833,78.98,81,100,6.13,ID,2022-04-02 20:48:45,overcast clouds
449,Camargo,27.6667,-105.1667,84.81,7,0,1.95,MX,2022-04-02 20:48:45,clear sky
450,Ponta Delgada,37.7333,-25.6667,59.72,72,20,9.22,PT,2022-04-02 20:48:46,few clouds
451,Kruszwica,52.6756,18.3313,30.76,100,99,13.69,PL,2022-04-02 20:48:46,overcast clouds
452,Rawson,-43.3002,-65.1023,79.5,24,19,15.61,AR,2022-04-02 20:48:46,few clouds
453,Wick,58.4333,-3.0833,37.45,87,75,5.75,GB,2022-04-02 20:48:47,broken clouds
454,Saint-Augustin,51.226,-58.6502,32.22,98,100,12.26,CA,2022-04-02 20:48:47,snow
455,Kampene,-3.6,26.6667,68.2,99,100,1.9,CD,2022-04-02 20:48:47,light rain
456,Uusikaupunki,60.8004,21.4084,32.34,76,98,11.45,FI,2022-04-02 20:49:48,light snow
457,Santa Rosalia,27.3167,-112.2833,73.49,41,44,5.91,MX,2022-04-02 20:45:16,scattered clouds
